Serial,Latitude,Longitude,Type,SensorType,Code,BeginTime,EndTime
"PI040298AA3I002026. FuturePractice:,Id:517,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:26-50%,Id:4055,Name:Shrubs,Additional:[],Cover:76-90%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:36.9230156,Longitude:22.6938171,ParcelSize:1  5 ha,Photos:,SensorId:12,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-02-01T09:43:00.758876+00:",0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_20n5w8rj,2018-11-13T03:49:09.000Z,2019-06-05T06:09:30.000Z
PI040298AA3I001150,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2xx6dhxk,2018-11-13T04:09:48.000Z,2019-10-19T06:12:37.000Z
PI040297AD5J211055,22.642,48.211,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_t548mbvg,2018-11-06T06:19:49.000Z,2019-04-06T10:19:25.000Z
PI040298AD5I213651,5.991,49.535,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6az4cx1z,2018-11-16T10:54:51.000Z,2019-03-18T09:04:53.000Z
PI040297AD5I209790,19.188,47.853,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_semfq0ca,2018-10-12T14:08:09.000Z,2019-03-31T17:15:58.000Z
PI040297AD5J210301,19.188,47.853,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jzvy9kd4,2018-10-12T14:19:54.000Z,2018-11-17T12:04:54.000Z
PI040298AD5I211704,5.915,49.642,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_f9aragze,2018-11-17T10:07:36.000Z,2019-10-23T16:24:05.000Z
PI040298AD5I211710,5.915,49.642,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_d88g22fv,2018-11-17T09:45:55.000Z,2019-08-18T15:16:53.000Z
PI040298AD5I211311,5.915,49.641,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ewv6fzhz,2018-11-17T09:33:49.000Z,2019-08-18T15:30:00.000Z
"PI040297AD5J210448. FuturePractice:,Id:384,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:26-50%,Id:4054,Name:Trees,Additional:[Other shrubs],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Large (natural) park or forest,LandUseSpot:Forest,Latitude:47.0697746,Longitude:17.4381218,ParcelSize:0.5  1 ha,Photos:,SensorId:MIS_BD_EC14,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2018-10-22T16:17:39.549219+00:",17.438,47.07,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3wbztntk,2018-10-22T16:22:17.000Z,2019-10-19T09:58:51.000Z
PI040298AD5I213055,5.915,49.642,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s5pdbaa2,2018-11-17T10:00:08.000Z,2019-08-18T15:34:03.000Z
PI040298AD5I211183,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3c0mv2dj,2018-10-18T11:26:04.000Z,2018-10-23T10:26:04.000Z
PI040298AD5I212383,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nb9qmry0,2018-10-18T08:37:12.000Z,2019-08-10T06:36:59.000Z
PI040298AD5I211783,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ntqb7161,2018-10-18T08:26:08.000Z,2019-08-21T05:59:13.000Z
PI040298AD5I211672,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_d76ndmhz,2018-10-18T11:34:01.000Z,2018-10-23T10:34:01.000Z
PI040298AA3I003394,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_chc5pxav,2018-11-12T15:24:05.000Z,2019-01-21T06:16:15.000Z
PI040298AA3J020308,21.027,48.365,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_tjvqp8t7,2017-10-28T10:29:48.000Z,2019-03-17T14:54:37.000Z
PI040297AD5I209992,20.768,48.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xm8njxhx,2017-11-30T12:59:39.000Z,2017-12-05T09:44:39.000Z
PI040297AD5J210378,20.768,48.104,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_g1xchrsh,2017-11-30T12:50:48.000Z,2018-09-05T04:24:47.000Z
PI040298AA3I001582,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s54dnk7d,2017-11-28T17:10:56.000Z,2019-02-08T08:46:02.000Z
PI040297AD5J210821,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_z8ntw0tw,2017-11-23T12:10:37.000Z,2017-12-02T08:39:57.000Z
PI040298AA3I005577,20.772,48.187,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_f24bxksf,2017-11-05T15:39:07.000Z,2018-10-23T09:53:09.000Z
PI040298AA3J007383,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_80ww072b,2017-10-25T08:16:49.000Z,2017-12-15T09:59:24.000Z
PI040298AA3I001815,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wxvt37pr,2018-01-08T13:25:39.000Z,2018-02-16T08:04:37.000Z
PI040297AD5G201003,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xsmt1940,2017-11-08T17:05:39.000Z,2017-11-14T14:05:20.000Z
PI040298AA3I001504,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_05q9v1by,2017-10-16T17:12:58.000Z,2018-03-11T13:09:27.000Z
PI040298AA3L037495,20.58,47.88,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wv93jpfe,2017-09-05T09:22:50.000Z,2019-01-16T06:25:29.000Z
PI040298AA3I003843,20.764,48.081,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7akdd5e0,2017-09-05T10:12:27.000Z,2019-06-18T07:45:30.000Z
PI040298AA3L036140,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wy6xgq2j,2017-10-04T12:04:30.000Z,2017-10-05T08:34:28.000Z
PI040298AA3I001488,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vsgbbw3f,2017-09-05T10:09:49.000Z,2019-08-13T10:02:17.000Z
PI040298AA3I001969,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1hn02p19,2017-09-05T09:12:41.000Z,2018-04-04T07:13:07.000Z
PI040298AA3I005060,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jr6nf9jg,2017-09-05T09:24:31.000Z,2019-03-11T08:07:50.000Z
PI040298AA3I002475,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qfvgv5tv,2017-10-05T09:27:51.000Z,2017-10-05T13:27:50.000Z
PI040298AA3I003516,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8xc3c9m4,2017-10-05T07:35:28.000Z,2018-06-12T18:01:41.000Z
PI040298AA3J012659,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dw36tpc4,2017-09-05T09:33:38.000Z,2018-08-23T06:17:46.000Z
PI040298AA3K026206,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gtfekt4b,2017-10-04T13:51:07.000Z,2017-10-05T13:21:02.000Z
PI040298AA3I004813,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y12rmvv9,2017-10-04T11:44:11.000Z,2018-04-09T11:04:22.000Z
PI040298AA3I003434,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6efrxxvc,2017-09-05T10:13:09.000Z,2019-08-13T08:32:18.000Z
PI040298AA3I002736,20.587,47.867,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_p18b77pa,2017-09-05T09:20:20.000Z,2019-03-22T09:43:31.000Z
PI040298AA3I001059,20.764,48.081,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_36d3zwyr,2017-09-05T10:14:26.000Z,2018-07-03T12:39:14.000Z
PI040298AA3J014246,20.576,47.903,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wm2pb36y,2017-09-05T09:06:16.000Z,2019-08-13T08:55:44.000Z
PI040298AA3J020702,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s0bxcmmf,2017-09-05T09:02:32.000Z,2019-08-12T11:25:55.000Z
PI040298AA3K026286,20.592,47.856,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_q2gar4w5,2017-10-05T08:20:05.000Z,2019-08-13T10:38:30.000Z
PI040298AA3I001241,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zkr2mjbb,2017-10-05T07:39:32.000Z,2017-10-06T13:39:28.000Z
PI040298AA3K022509,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1z1aef7x,2017-10-04T12:06:38.000Z,2017-10-05T13:36:35.000Z
PI040298AA3I002213,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_khz98fgv,2017-09-05T10:33:39.000Z,2019-08-13T10:46:05.000Z
PI040298AA4A044756,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nxck2yn7,2017-09-05T10:24:09.000Z,2018-08-22T10:17:09.000Z
PI040298AA3I003514,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_rwagt04n,2017-10-04T14:17:09.000Z,2017-10-05T14:32:06.000Z
PI040298AA3I000545,20.583,47.894,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w5e4rdhq,2017-09-05T10:22:57.000Z,2019-08-13T08:30:54.000Z
PI040298AA3I004370,20.583,47.869,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_m76jthbe,2017-09-05T10:16:18.000Z,2019-02-28T06:48:41.000Z
PI040298AA3J012441,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_sh5ygm7a,2017-10-04T11:55:10.000Z,2017-10-05T08:55:07.000Z
PI040298AA3I000579,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dr8ctj3r,2017-09-05T10:59:02.000Z,2019-03-11T08:12:16.000Z
PI040298AA3J009422,20.614,47.842,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7ah00f8b,2017-10-05T09:12:16.000Z,2019-03-11T08:39:53.000Z
PI040298AA3J009751,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bz0fz968,2017-10-04T13:58:30.000Z,2017-10-05T08:43:28.000Z
PI040298AA3I001658,20.575,47.868,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jp7adn80,2017-10-05T09:44:40.000Z,2019-03-22T09:43:17.000Z
PI040298AA3I002126,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vketbgb4,2017-09-05T10:36:31.000Z,2017-10-04T11:01:08.000Z
PI040298AA3I001575,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ejkchpg7,2017-09-05T10:50:12.000Z,2017-11-09T09:17:02.000Z
PI040298AA3I005052,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xgq4vg1r,2017-10-05T07:13:28.000Z,2017-10-05T09:13:27.000Z
PI040298AA3J007045,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nnbp4jw7,2017-10-04T11:25:10.000Z,2017-10-05T08:40:08.000Z
PI040298AA3I001825,20.572,47.87,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6afsbt4v,2017-09-05T10:59:28.000Z,2019-02-28T07:02:51.000Z
PI040298AA3I002228,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gpjd8dge,2017-09-05T10:22:08.000Z,2018-08-23T04:19:12.000Z
PI040298AA3J009442,20.586,47.861,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4chmkpdz,2017-09-05T09:15:32.000Z,2019-08-13T10:17:00.000Z
PI040298AA3L037098,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_yddd7v1p,2017-10-05T09:08:27.000Z,2017-10-06T13:38:23.000Z
PI040298AA3I002628,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y0j3fw83,2017-10-05T07:05:45.000Z,2019-08-13T08:18:41.000Z
PI040298AA3J020447,20.615,47.9,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bf69cz0a,2017-09-05T09:32:17.000Z,2019-03-11T08:26:43.000Z
PI040298AA3J007186,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_f4cmhmtt,2017-09-05T10:08:00.000Z,2018-11-08T11:00:53.000Z
PI040298AA3J014261,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ts3sxk0s,2017-09-05T09:49:03.000Z,2019-08-13T11:01:06.000Z
PI040298AA3I003427,20.589,47.858,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5h38tdbn,2017-09-05T09:13:15.000Z,2019-08-13T10:40:36.000Z
PI040298AA3I003075,20.584,47.863,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_sxqnze7h,2017-12-20T10:47:38.000Z,2019-03-22T09:41:03.000Z
PI040298AA4A043084,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5rzswzze,2017-10-04T12:01:38.000Z,2017-10-05T08:31:35.000Z
PI040298AA3I002800,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7m13wcjp,2017-09-05T10:33:35.000Z,2018-05-29T09:48:10.000Z
PI040298AA3J020763,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1d33rezm,2017-09-05T10:29:50.000Z,2018-07-03T10:10:09.000Z
PI040298AA3I000856,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_am9jw846,2017-10-04T13:33:33.000Z,2017-10-06T13:33:26.000Z
PI040298AA3I003103,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gwann2ef,2017-09-05T10:37:38.000Z,2018-06-21T15:35:39.000Z
PI040298AA3I002433,20.61,47.901,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1ke3njhh,2017-09-05T10:35:16.000Z,2019-08-12T11:16:26.000Z
PI040298AA3I003432,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xyhj7fj5,2017-09-05T09:47:37.000Z,2017-12-01T12:27:51.000Z
PI040298AA3L031722,20.577,47.904,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_40nmrsbk,2017-10-04T14:20:20.000Z,2019-06-18T07:44:22.000Z
PI040298AA3I004951,20.579,47.871,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_c4ngtxp2,2017-10-04T14:29:29.000Z,2019-03-22T09:37:54.000Z
PI040298AA3I002337,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ehfy5sy8,2017-09-05T10:26:02.000Z,2017-11-09T09:38:01.000Z
PI040298AA3I002053,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6h58z67f,2017-10-04T14:32:34.000Z,2017-10-05T08:47:33.000Z
PI040298AA3I005403,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ey9jtvkn,2017-09-05T10:42:27.000Z,2018-03-08T11:28:58.000Z
PI040298AA3I003212,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_k9hasvy1,2017-09-05T09:54:38.000Z,2019-09-16T09:13:31.000Z
PI040298AA3I002301,20.581,47.893,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_yemnxdm9,2017-09-05T10:01:15.000Z,2019-08-13T09:01:35.000Z
PI040298AA3I005131,20.593,47.856,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jznfvpdc,2017-10-04T11:50:57.000Z,2019-08-13T10:37:22.000Z
PI040298AA3J013734,20.613,47.899,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4ggvf18v,2017-09-05T09:08:09.000Z,2019-03-11T08:37:49.000Z
PI040298AA3I002787,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fvmz9zj8,2017-09-05T09:19:20.000Z,2018-08-23T08:57:01.000Z
PI040298AA3I001039,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_g5b3tvsa,2017-09-05T10:40:18.000Z,2018-05-28T12:38:56.000Z
PI040298AA3I004839,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ejax9x31,2017-09-05T10:53:22.000Z,2018-07-03T14:18:34.000Z
PI040298AA3I004570,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wxwm23he,2017-10-04T11:44:13.000Z,2017-10-06T13:59:08.000Z
PI040298AA3J009772,20.577,47.904,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_f6jyhzgf,2017-09-05T09:16:17.000Z,2019-08-13T09:06:29.000Z
PI040298AA3L035349,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3vz9dfvp,2017-10-05T08:31:25.000Z,2018-07-05T02:07:56.000Z
PI040298AA3J020848,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1cze37ks,2017-10-04T14:08:41.000Z,2017-10-05T13:23:37.000Z
PI040298AA3J020715,20.592,47.88,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8nqjvrj4,2017-10-04T11:36:44.000Z,2019-09-16T09:11:25.000Z
PI040298AA3I001871,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dk92ncth,2017-09-05T10:04:50.000Z,2019-09-16T09:38:45.000Z
PI040298AA3I000759,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_611gphtp,2017-09-05T09:00:42.000Z,2019-03-11T08:33:45.000Z
PI040298AA3I001364,20.581,47.875,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_4w257zzr,2017-09-05T10:38:06.000Z,2019-03-11T08:19:39.000Z
PI040298AA3J009446,20.594,47.855,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w2rjn3kx,2017-09-05T09:52:49.000Z,2019-08-13T10:50:13.000Z
PI040298AA3I000619,20.616,47.845,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_pvjvegpc,2017-12-20T10:34:56.000Z,2019-03-11T08:19:54.000Z
PI040298AA3L035157,20.582,47.894,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8q7tddek,2017-09-05T10:10:59.000Z,2019-08-13T09:01:31.000Z
PI040298AA3J020003,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5gh1ybcq,2017-10-05T09:24:17.000Z,2017-10-05T13:24:16.000Z
PI040298AA3I001081,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_t5gpyenw,2017-10-04T14:23:55.000Z,2017-10-05T13:23:55.000Z
PI040298AA3I005499,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_z2yvnxry,2017-10-04T13:40:58.000Z,2019-08-13T10:37:24.000Z
PI040298AA3I000960,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xnnhbtpd,2017-09-05T10:41:30.000Z,2019-03-11T08:15:56.000Z
PI040298AA3I001503,20.574,47.895,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_sbssctsn,2017-10-05T08:41:39.000Z,2019-03-04T02:57:15.000Z
PI040298AA3I004792,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dfnb3eb0,2017-10-05T08:26:16.000Z,2018-09-17T02:11:19.000Z
PI040298AA3I003620,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_00vshs16,2017-10-04T11:35:09.000Z,2017-10-05T13:20:06.000Z
PI040298AA3I001545,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w3sq2jh1,2017-09-05T10:24:54.000Z,2019-08-13T08:13:02.000Z
PI040298AA3I001601,20.58,47.865,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_x9qxc7sm,2017-09-05T10:40:17.000Z,2019-03-22T09:37:07.000Z
PI040298AA3I002767,20.605,47.85,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_89et815c,2017-09-05T09:59:31.000Z,2019-02-28T09:01:36.000Z
PI040298AA3K023040,20.63,47.872,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w73dbqwh,2017-12-20T10:51:55.000Z,2018-05-29T09:53:02.000Z
PI040298AA3I001739,20.764,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_k7y5m75f,2017-10-05T07:18:04.000Z,2017-10-05T13:33:04.000Z
PI040298AA3I003451,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0p3frp0c,2017-10-04T11:59:17.000Z,2017-10-05T08:44:15.000Z
PI040298AA3I002641,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vqs1qx21,2017-09-05T10:19:24.000Z,2018-08-22T10:50:00.000Z
PI040298AA3I003792,20.765,48.082,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_crk45y86,2017-10-05T09:39:50.000Z,2017-10-05T13:24:49.000Z
PI040298AA4A042637,20.587,47.88,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gq62d3j0,2017-10-04T13:19:38.000Z,2019-09-16T09:22:17.000Z
PI040298AA3I004393,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jz9f8ed8,2017-09-05T10:02:52.000Z,2019-08-13T10:07:13.000Z
